"Example H: a pedestrian ramp (units: kip, in)",,,,,,,,,,,,
,,,,,,,,,,,,
"# node data ...",,,,,,,,,,,,
,,,,,,,,,,,,
148,,,,,"# number of nodes",,,,,,,
,,,,,,,,,,,,
"# CENTER BAY",,,,,,,,,,,,
,,,,,,,,,,,,
#.node,x,y,z,r,"units: inches and kips",,,,,,,
189,138,139,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
190,139,142,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
191,142,143,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
192,143,146,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
193,146,147,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
194,104,129,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
195,129,132,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
196,132,133,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
197,133,136,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
198,136,137,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
199,137,140,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
200,140,141,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
201,141,144,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
202,144,145,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
203,145,148,28.1,14.2,14.2,28.2,821.1,821.2,29000,11500,0,7.324E-07
,,,,,,,,,,,,
"# RIGHT BAY  horizontal floor beams",,,,,,"tube 10 x 10 x 1/2",,,,,,
,,,,,,,,,,,,
#.m,n1,n2,Ax,Asy,Asz,Jxx,Iyy,Izz,E,G,roll,density
#,in^2,in^2,in^2,in^4,in^4,in^4,ksi,ksi,deg,k/in^2/g,,
,,,,,,,,,,,,
204,107,108,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
205,111,112,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
206,115,116,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
207,119,120,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
208,123,124,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
209,127,128,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
210,109,110,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
211,113,114,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
212,117,118,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
213,121,122,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
214,125,126,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
,,,,,,,,,,,,
"# RIGHT BAY inclined floor beams",,,,,,"tube 10 x 10 x 1/2",,,,,,
,,,,,,,,,,,,
#.m,n1,j,Ax,Asy,Asz,Jxx,Iyy,Izz,E,G,roll,density
#,in^2,in^2,in^2,in^4,in^4,in^4,ksi,ksi,deg,k/in^2/g,,
,,,,,,,,,,,,
215,108,131,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
216,131,132,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
217,132,109,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
218,112,135,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
219,135,136,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
220,136,113,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
221,116,139,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
222,139,140,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
223,140,117,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
224,120,143,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
225,143,144,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
226,144,121,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
227,124,147,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
228,147,148,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
229,148,125,20.1,10.2,10.2,20.2,286.6,286.6,29000,11500,0,7.324E-07
,,,,,,,,,,,,
,,,,,,,,,,,,
"# LATERAL floor beams - horizontal sections",,,,,,,"8 x 8 x 1/2",,,,,
,,,,,,,,,,,,
#.m,n1,n2,Ax,Asy,Asz,Jxx,Iyy,Izz,E,G,roll,density
#,in^2,in^2,in^2,in^4,in^4,in^4,ksi,ksi,deg,k/in^2/g,,
,,,,,,,,,,,,
230,7,57,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
231,8,58,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
232,9,59,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
233,10,60,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
234,11,61,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
235,12,62,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
236,13,63,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
237,14,64,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
238,15,65,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
239,16,66,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
240,17,67,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
241,18,68,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
242,19,69,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
243,20,70,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
244,21,71,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
245,22,72,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
246,23,73,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
247,24,74,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
248,25,75,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
249,26,76,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
250,27,77,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
251,28,78,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
,,,,,,,,,,,,
252,7,107,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
253,8,108,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
254,9,109,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
255,10,110,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
256,11,111,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
257,12,112,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
258,13,113,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
259,14,114,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
260,15,115,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
261,16,116,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
262,17,117,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
263,18,118,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
264,19,119,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
265,20,120,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
266,21,121,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
267,22,122,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
268,23,123,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
269,24,124,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
270,25,125,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
271,26,126,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
272,27,127,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
273,28,128,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
,,,,,,,,,,,,
"# LATERAL floor beams - CENTER to LEFT on inclined",,,,,,,"sections 8 x 8 x 1/2",,,,,
,,,,,,,,,,,,
#.m,n1,n2,Ax,Asy,Asz,Jxx,Iyy,Izz,E,G,roll,density
#,in^2,in^2,in^2,in^4,in^4,in^4,ksi,ksi,deg,k/in^2/g,,
,,,,,,,,,,,,
274,29,79,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
275,30,80,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
276,33,83,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
277,34,84,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
278,37,87,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
279,38,88,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
280,41,91,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
281,42,92,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
282,45,95,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
283,46,96,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
284,49,99,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
285,50,100,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
,,,,,,,,,,,,
"# LATERAL floor beams - CENTER to RIGHT on linclined",,,,,,,"sections 8 x 8 x 1/2",,,,,
,,,,,,,,,,,,
#.m,n1,n2,Ax,Asy,Asz,Jxx,Iyy,Izz,E,G,roll,density
#,in^2,in^2,in^2,in^4,in^4,in^4,ksi,ksi,deg,k/in^2/g,,
,,,,,,,,,,,,
286,31,131,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
287,32,132,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
288,35,135,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
289,36,136,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
290,39,139,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
291,40,140,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
292,43,143,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
293,44,144,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
294,47,147,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
295,48,148,16.1,8.2,8.2,16.3,141.2,141.2,29000,11500,0,7.324E-07
,,,,,,,,,,,,
,,,,,,,,,,,,
1,,"# 1: include shear deformation; 0: don't",,,,,,,,,,
1,,"# 1: include geometric stiffness; 0: don't",,,,,,,,,,
100,,"# exaggerate static mesh deformations",,,,,,,,,,
2.0,,"# zoom scale for 3D plotting",,,,,,,,,,
-1,,"# no internal force calculation",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1,,,,,"# number of static load cases",cases,,,,,,
,,,,,,,,,,,,
"# Begin Static Load Case 1 of 1",,,,,,,,,,,,
,,,,,,,,,,,,
"# gravitational acceleration for self-weight loading (global)",,,,,,,,,,,,
#.gX,gY,gZ,,,,,,,,,,
#.in./s^2,in./s^2,in./s^2,,,,,,,,,,
0,0,-386.4,,,,,,,,,,
,,,,,,,,,,,,
0,,,,,"# number of loaded nodes",,,,,,,
,,,,,,,,,,,,
166,,,,,"# number of uniform distributed loads",loads,,,,,,
#.m,Ux,Uy,Uz,,"# vertical gravity load k/in concrete floor",,,,,,,
#,,,k/in,,,,,,,,,
44,0,0,-0.1,,"# concrete floor = 100 lb / sq.ft.",,,,,,,
45,0,0,-0.1,,,,,,,,,
46,0,0,-0.1,,,,,,,,,
47,0,0,-0.1,,,,,,,,,
48,0,0,-0.1,,,,,,,,,
49,0,0,-0.1,,,,,,,,,
50,0,0,-0.1,,,,,,,,,
51,0,0,-0.1,,,,,,,,,
52,0,0,-0.1,,,,,,,,,
53,0,0,-0.1,,,,,,,,,
54,0,0,-0.1,,,,,,,,,
55,0,0,-0.1,#,--,,,,,,,
,,,,,,,,,,,,
56,0,0,-0.1,,,,,,,,,
57,0,0,-0.1,,,,,,,,,
58,0,0,-0.1,,,,,,,,,
59,0,0,-0.1,,,,,,,,,
60,0,0,-0.1,,,,,,,,,
61,0,0,-0.1,,,,,,,,,
62,0,0,-0.1,,,,,,,,,
63,0,0,-0.1,,,,,,,,,
64,0,0,-0.1,,,,,,,,,
65,0,0,-0.1,,,,,,,,,
66,0,0,-0.1,,,,,,,,,
67,0,0,-0.1,,,,,,,,,
68,0,0,-0.1,,,,,,,,,
69,0,0,-0.1,,,,,,,,,
70,0,0,-0.1,,,,,,,,,
71,0,0,-0.1,,,,,,,,,
72,0,0,-0.1,,,,,,,,,
73,0,0,-0.1,,,,,,,,,
74,0,0,-0.1,,,,,,,,,
75,0,0,-0.1,,,,,,,,,
76,0,0,-0.1,,,,,,,,,
77,0,0,-0.1,,,,,,,,,
78,0,0,-0.1,,,,,,,,,
79,0,0,-0.1,,,,,,,,,
80,0,0,-0.1,,,,,,,,,
81,0,0,-0.1,,,,,,,,,
82,0,0,-0.1,,,,,,,,,
83,0,0,-0.1,,,,,,,,,
84,0,0,-0.1,,,,,,,,,
85,0,0,-0.1,,,,,,,,,
86,0,0,-0.1,,,,,,,,,
87,0,0,-0.1,,,,,,,,,
88,0,0,-0.1,#,--,,,,,,,
,,,,,,,,,,,,
133,0,0,-0.1,,,,,,,,,
134,0,0,-0.1,,,,,,,,,
135,0,0,-0.1,,,,,,,,,
136,0,0,-0.1,,,,,,,,,
137,0,0,-0.1,,,,,,,,,
138,0,0,-0.1,,,,,,,,,
139,0,0,-0.1,,,,,,,,,
140,0,0,-0.1,,,,,,,,,
141,0,0,-0.1,,,,,,,,,
142,0,0,-0.1,,,,,,,,,
143,0,0,-0.1,,,,,,,,,
144,0,0,-0.1,,,,,,,,,
145,0,0,-0.1,,,,,,,,,
146,0,0,-0.1,,,,,,,,,
147,0,0,-0.1,,,,,,,,,
148,0,0,-0.1,,,,,,,,,
149,0,0,-0.1,,,,,,,,,
150,0,0,-0.1,,,,,,,,,
151,0,0,-0.1,,,,,,,,,
152,0,0,-0.1,,,,,,,,,
153,0,0,-0.1,,,,,,,,,
154,0,0,-0.1,,,,,,,,,
155,0,0,-0.1,,,,,,,,,
156,0,0,-0.1,,,,,,,,,
157,0,0,-0.1,,,,,,,,,
158,0,0,-0.1,,,,,,,,,
159,0,0,-0.1,,,,,,,,,
160,0,0,-0.1,,,,,,,,,
161,0,0,-0.1,#,--,,,,,,,
,,,,,,,,,,,,
204,0,0,-0.1,,,,,,,,,
205,0,0,-0.1,,,,,,,,,
206,0,0,-0.1,,,,,,,,,
207,0,0,-0.1,,,,,,,,,
208,0,0,-0.1,,,,,,,,,
209,0,0,-0.1,,,,,,,,,
210,0,0,-0.1,,,,,,,,,
211,0,0,-0.1,,,,,,,,,
212,0,0,-0.1,,,,,,,,,
213,0,0,-0.1,,,,,,,,,
214,0,0,-0.1,,,,,,,,,
215,0,0,-0.1,,,,,,,,,
216,0,0,-0.1,,,,,,,,,
217,0,0,-0.1,,,,,,,,,
218,0,0,-0.1,,,,,,,,,
219,0,0,-0.1,,,,,,,,,
220,0,0,-0.1,,,,,,,,,
221,0,0,-0.1,,,,,,,,,
222,0,0,-0.1,,,,,,,,,
223,0,0,-0.1,,,,,,,,,
224,0,0,-0.1,,,,,,,,,
225,0,0,-0.1,,,,,,,,,
226,0,0,-0.1,,,,,,,,,
227,0,0,-0.1,,,,,,,,,
228,0,0,-0.1,,,,,,,,,
229,0,0,-0.1,,,,,,,,,
230,0,0,-0.1,,,,,,,,,
231,0,0,-0.1,,,,,,,,,
232,0,0,-0.1,,,,,,,,,
233,0,0,-0.1,,,,,,,,,
234,0,0,-0.1,,,,,,,,,
235,0,0,-0.1,,,,,,,,,
236,0,0,-0.1,,,,,,,,,
237,0,0,-0.1,,,,,,,,,
238,0,0,-0.1,,,,,,,,,
239,0,0,-0.1,,,,,,,,,
230,0,0,-0.1,,,,,,,,,
241,0,0,-0.1,,,,,,,,,
242,0,0,-0.1,,,,,,,,,
243,0,0,-0.1,,,,,,,,,
244,0,0,-0.1,,,,,,,,,
245,0,0,-0.1,,,,,,,,,
246,0,0,-0.1,,,,,,,,,
247,0,0,-0.1,,,,,,,,,
248,0,0,-0.1,,,,,,,,,
249,0,0,-0.1,,,,,,,,,
240,0,0,-0.1,,,,,,,,,
251,0,0,-0.1,,,,,,,,,
252,0,0,-0.1,,,,,,,,,
253,0,0,-0.1,,,,,,,,,
254,0,0,-0.1,,,,,,,,,
255,0,0,-0.1,,,,,,,,,
256,0,0,-0.1,,,,,,,,,
257,0,0,-0.1,,,,,,,,,
258,0,0,-0.1,,,,,,,,,
259,0,0,-0.1,,,,,,,,,
260,0,0,-0.1,,,,,,,,,
261,0,0,-0.1,,,,,,,,,
262,0,0,-0.1,,,,,,,,,
263,0,0,-0.1,,,,,,,,,
264,0,0,-0.1,,,,,,,,,
265,0,0,-0.1,,,,,,,,,
266,0,0,-0.1,,,,,,,,,
267,0,0,-0.1,,,,,,,,,
268,0,0,-0.1,,,,,,,,,
269,0,0,-0.1,,,,,,,,,
270,0,0,-0.1,,,,,,,,,
271,0,0,-0.1,,,,,,,,,
272,0,0,-0.1,,,,,,,,,
273,0,0,-0.1,,,,,,,,,
274,0,0,-0.1,,,,,,,,,
275,0,0,-0.1,,,,,,,,,
276,0,0,-0.1,,,,,,,,,
277,0,0,-0.1,,,,,,,,,
278,0,0,-0.1,,,,,,,,,
279,0,0,-0.1,,,,,,,,,
280,0,0,-0.1,,,,,,,,,
281,0,0,-0.1,,,,,,,,,
282,0,0,-0.1,,,,,,,,,
283,0,0,-0.1,,,,,,,,,
284,0,0,-0.1,,,,,,,,,
285,0,0,-0.1,,,,,,,,,
286,0,0,-0.1,,,,,,,,,
287,0,0,-0.1,,,,,,,,,
288,0,0,-0.1,,,,,,,,,
289,0,0,-0.1,,,,,,,,,
290,0,0,-0.1,,,,,,,,,
291,0,0,-0.1,,,,,,,,,
292,0,0,-0.1,,,,,,,,,
293,0,0,-0.1,,,,,,,,,
294,0,0,-0.1,,,,,,,,,
295,0,0,-0.1,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
0,,,,,"# number of trapezoidal distributed loads",,,,,,,
0,,,,,"# number of internal concentrated loads",,,,,,,
0,,,,,"# number of temperature loads",,,,,,,
0,,,,,"# number of nodes with prescribed displacements",,,,,,,
"# End of Static Load Case 1 of 1",,,,Case,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
5,,,,,"# number of desired dynamic modes of vibration",,,,,,,
1,,,,,"# 1: subspace-Jacobi iterations; 2: Stodola method",,,,,,,
0,,,,,"# 0: consistent mass matrix; 1: lumped mass matrix",,,,,,,
0.0001,,,,,"# mode shape tolerance",,,,,,,
1,,,,,"# shift value ... For unrestrained structures",,,,,,,
100,,,,,"# exaggerate modal mesh deformations",,,,,,,
,,,,,,,,,,,,
0,,,,,"# number of nodes with extra mass or inertia",,,,,,,
163,,,,,"# number of frame elements with extra mass",,,,,,,
,,,,,,,,,,,,
#.M,mass,,,,,,,,,,,
#,kip,,,,,,,,,,,
,,,,,,,,,,,,
45,0.026,,,,,,,,,,,
46,0.026,,,,,,,,,,,
47,0.026,,,,,,,,,,,
48,0.026,,,,,,,,,,,
49,0.026,,,,,,,,,,,
50,0.026,,,,,,,,,,,
51,0.026,,,,,,,,,,,
52,0.026,,,,,,,,,,,
53,0.026,,,,,,,,,,,
54,0.026,,,,,,,,,,,
55,0.026,,,,,,,,,,,
56,0.026,,,,,,,,,,,
57,0.026,,,,,,,,,,,
58,0.026,,,,,,,,,,,
59,0.026,,,,,,,,,,,
60,0.026,,,,,,,,,,,
61,0.026,,,,,,,,,,,
62,0.026,,,,,,,,,,,
63,0.026,,,,,,,,,,,
64,0.026,,,,,,,,,,,
65,0.026,,,,,,,,,,,
66,0.026,,,,,,,,,,,
67,0.026,,,,,,,,,,,
68,0.026,,,,,,,,,,,
69,0.026,,,,,,,,,,,
70,0.026,,,,,,,,,,,
71,0.026,,,,,,,,,,,
72,0.026,,,,,,,,,,,
73,0.026,,,,,,,,,,,
74,0.026,,,,,,,,,,,
75,0.026,,,,,,,,,,,
76,0.026,,,,,,,,,,,
77,0.026,,,,,,,,,,,
78,0.026,,,,,,,,,,,
79,0.026,,,,,,,,,,,
80,0.026,,,,,,,,,,,
81,0.026,,,,,,,,,,,
82,0.026,,,,,,,,,,,
83,0.026,,,,,,,,,,,
84,0.026,,,,,,,,,,,
85,0.026,,,,,,,,,,,
86,0.026,,,,,,,,,,,
87,0.026,,,,,,,,,,,
88,0.026,,,,,,,,,,,
,,,,,,,,,,,,
133,0.026,,,,,,,,,,,
134,0.026,,,,,,,,,,,
135,0.026,,,,,,,,,,,
136,0.026,,,,,,,,,,,
137,0.026,,,,,,,,,,,
138,0.026,,,,,,,,,,,
139,0.026,,,,,,,,,,,
140,0.026,,,,,,,,,,,
141,0.026,,,,,,,,,,,
142,0.026,,,,,,,,,,,
143,0.026,,,,,,,,,,,
144,0.026,,,,,,,,,,,
145,0.026,,,,,,,,,,,
146,0.026,,,,,,,,,,,
147,0.026,,,,,,,,,,,
148,0.026,,,,,,,,,,,
149,0.026,,,,,,,,,,,
150,0.026,,,,,,,,,,,
151,0.026,,,,,,,,,,,
152,0.026,,,,,,,,,,,
153,0.026,,,,,,,,,,,
154,0.026,,,,,,,,,,,
155,0.026,,,,,,,,,,,
156,0.026,,,,,,,,,,,
157,0.026,,,,,,,,,,,
158,0.026,,,,,,,,,,,
159,0.026,,,,,,,,,,,
160,0.026,,,,,,,,,,,
161,0.026,,,,,,,,,,,
,,,,,,,,,,,,
206,0.026,,,,,,,,,,,
207,0.026,,,,,,,,,,,
208,0.026,,,,,,,,,,,
209,0.026,,,,,,,,,,,
210,0.026,,,,,,,,,,,
211,0.026,,,,,,,,,,,
212,0.026,,,,,,,,,,,
213,0.026,,,,,,,,,,,
214,0.026,,,,,,,,,,,
215,0.026,,,,,,,,,,,
216,0.026,,,,,,,,,,,
217,0.026,,,,,,,,,,,
218,0.026,,,,,,,,,,,
219,0.026,,,,,,,,,,,
220,0.026,,,,,,,,,,,
221,0.026,,,,,,,,,,,
222,0.026,,,,,,,,,,,
223,0.026,,,,,,,,,,,
224,0.026,,,,,,,,,,,
225,0.026,,,,,,,,,,,
226,0.026,,,,,,,,,,,
227,0.026,,,,,,,,,,,
228,0.026,,,,,,,,,,,
229,0.026,,,,,,,,,,,
230,0.026,,,,,,,,,,,
231,0.026,,,,,,,,,,,
,,,,,,,,,,,,
232,0.026,,,,,,,,,,,
233,0.026,,,,,,,,,,,
234,0.026,,,,,,,,,,,
235,0.026,,,,,,,,,,,
236,0.026,,,,,,,,,,,
237,0.026,,,,,,,,,,,
238,0.026,,,,,,,,,,,
239,0.026,,,,,,,,,,,
240,0.026,,,,,,,,,,,
241,0.026,,,,,,,,,,,
242,0.026,,,,,,,,,,,
243,0.026,,,,,,,,,,,
244,0.026,,,,,,,,,,,
245,0.026,,,,,,,,,,,
246,0.026,,,,,,,,,,,
247,0.026,,,,,,,,,,,
248,0.026,,,,,,,,,,,
249,0.026,,,,,,,,,,,
250,0.026,,,,,,,,,,,
251,0.026,,,,,,,,,,,
252,0.026,,,,,,,,,,,
253,0.026,,,,,,,,,,,
254,0.026,,,,,,,,,,,
255,0.026,,,,,,,,,,,
256,0.026,,,,,,,,,,,
257,0.026,,,,,,,,,,,
258,0.026,,,,,,,,,,,
259,0.026,,,,,,,,,,,
260,0.026,,,,,,,,,,,
261,0.026,,,,,,,,,,,
262,0.026,,,,,,,,,,,
263,0.026,,,,,,,,,,,
264,0.026,,,,,,,,,,,
265,0.026,,,,,,,,,,,
266,0.026,,,,,,,,,,,
267,0.026,,,,,,,,,,,
268,0.026,,,,,,,,,,,
269,0.026,,,,,,,,,,,
270,0.026,,,,,,,,,,,
271,0.026,,,,,,,,,,,
272,0.026,,,,,,,,,,,
273,0.026,,,,,,,,,,,
,,,,,,,,,,,,
274,0.026,,,,,,,,,,,
275,0.026,,,,,,,,,,,
276,0.026,,,,,,,,,,,
277,0.026,,,,,,,,,,,
278,0.026,,,,,,,,,,,
279,0.026,,,,,,,,,,,
280,0.026,,,,,,,,,,,
281,0.026,,,,,,,,,,,
282,0.026,,,,,,,,,,,
283,0.026,,,,,,,,,,,
284,0.026,,,,,,,,,,,
285,0.026,,,,,,,,,,,
,,,,,,,,,,,,
286,0.026,,,,,,,,,,,
287,0.026,,,,,,,,,,,
288,0.026,,,,,,,,,,,
289,0.026,,,,,,,,,,,
290,0.026,,,,,,,,,,,
291,0.026,,,,,,,,,,,
292,0.026,,,,,,,,,,,
293,0.026,,,,,,,,,,,
294,0.026,,,,,,,,,,,
295,0.026,,,,,,,,,,,
,,,,,,,,,,,,
5,,,,,"# number of modes to animate, nA",,,,,,,
1,2,3,4,5,"# list of modes to animate, omit if nA == 0",,,,,,,
1,,,,,"# pan during animation",,,,,,,
,,,,,,,,,,,,
"# End of input data file for example H",,,,,,,,,,,,
